"","ppm","state","USA_region","source","mgstr","bulk_purchase","fac_mgstr"
"3169",2,"Michigan","Midwest","No Input",5,"Not Bulk","5"
"3170",0.5,"Nebraska","Midwest","No Input",10,"Not Bulk","10"
"3171",0.2,"California","West","Personal",10,"Not Bulk","10"
"3172",0.5,"California","West","Heard it",10,"Not Bulk","10"
"3173",0.1,"Missouri","Midwest","Heard it",10,"Not Bulk","10"
"3174",0.6,"California","West","Heard it",10,"Not Bulk","10"
"3175",1,"Massachusetts","Northeast","No Input",10,"Not Bulk","10"
"3176",0.5,"North Carolina","South","Personal",10,"Not Bulk","10"
"3177",1,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"3178",1,"California","West","No Input",5,"Not Bulk","5"
"3179",1,"California","West","Personal",10,"Not Bulk","10"
"3180",0.5,"Georgia","South","Heard it",40,"Not Bulk","40"
"3181",0.5,"Indiana","Midwest","No Input",40,"Not Bulk","40"
"3182",1,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"3183",0.5,"Ohio","Midwest","Personal",10,"Bulk","10"
"3184",0.1,"Alaska","West","No Input",10,"Not Bulk","10"
"3185",1.2,"Vermont","Northeast","Personal",10,"Bulk","10"
"3186",0.15,"Arizona","West","Heard it",10,"Bulk","10"
"3187",0.375,"Texas","South","Personal",40,"Not Bulk","40"
"3188",1,"Idaho","West","Personal",10,"Not Bulk","10"
"3189",1,"Nevada","West","No Input",10,"Bulk","10"
"3190",2,"Texas","South","No Input",40,"Not Bulk","40"
"3191",2,"Texas","South","Personal",10,"Not Bulk","10"
"3192",1.3,"California","West","Heard it",10,"Not Bulk","10"
"3193",0.6,"California","West","Heard it",10,"Bulk","10"
"3194",1,"California","West","Heard it",10,"Not Bulk","10"
"3195",0.75,"Florida","South","Heard it",40,"Not Bulk","40"
"3196",1,"New York","Northeast","Internet",10,"Not Bulk","10"
"3197",2,"Alaska","West","Internet",10,"Not Bulk","10"
"3198",1,"Colorado","West","Internet",10,"Not Bulk","10"
"3199",0.75,"North Dakota","Midwest","Personal",40,"Bulk","40"
"3200",0.6,"New York","Northeast","No Input",10,"Not Bulk","10"
"3201",1.5,"New York","Northeast","No Input",10,"Not Bulk","10"
"3202",0.2,"Nebraska","Midwest","Personal",10,"Not Bulk","10"
"3203",1,"Minnesota","Midwest","No Input",5,"Not Bulk","5"
"3204",1,"Georgia","South","No Input",10,"Not Bulk","10"
"3205",0.5,"Georgia","South","Heard it",10,"Bulk","10"
"3206",1,"Indiana","Midwest","Heard it",10,"Bulk","10"
"3207",0.5,"Missouri","Midwest","Personal",10,"Not Bulk","10"
"3208",0.4,"New York","Northeast","No Input",5,"Not Bulk","5"
"3209",0.3,"New York","Northeast","Personal",10,"Not Bulk","10"
"3210",0.2,"New York","Northeast","Personal",5,"Not Bulk","5"
"3211",0.03,"Arizona","West","No Input",10,"Not Bulk","10"
"3212",1,"Arkansas","South","No Input",10,"Not Bulk","10"
"3213",1,"Utah","West","Personal",10,"Bulk","10"
"3214",1,"California","West","No Input",5,"Not Bulk","5"
"3215",2,"New York","Northeast","No Input",5,"Not Bulk","5"
"3216",1,"Florida","South","No Input",10,"Not Bulk","10"
"3217",0.1,"Mississippi","South","Heard it",10,"Not Bulk","10"
"3218",0.1,"Utah","West","Personal",10,"Not Bulk","10"
"3219",0.5,"Georgia","South","Personal",10,"Not Bulk","10"
"3220",0.5,"West Virginia","South","No Input",10,"Not Bulk","10"
"3221",1,"Tennessee","South","No Input",10,"Not Bulk","10"
"3222",0.2,"California","West","Heard it",10,"Not Bulk","10"
"3223",1,"Arizona","West","No Input",10,"Not Bulk","10"
"3224",0.5,"Arizona","West","Personal",10,"Bulk","10"
"3225",1,"California","West","Personal",5,"Bulk","5"
"3226",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"3227",0.5,"Ohio","Midwest","No Input",10,"Bulk","10"
"3228",0.05,"Oklahoma","South","No Input",10,"Bulk","10"
"3229",0.4,"Florida","South","Personal",10,"Not Bulk","10"
"3230",1,"Texas","South","Personal",10,"Not Bulk","10"
"3231",1.5,"Utah","West","No Input",10,"Not Bulk","10"
"3232",0.3,"Oregon","West","No Input",10,"Not Bulk","10"
"3233",0.5,"Ohio","Midwest","Personal",10,"Bulk","10"
"3234",0.8,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"3235",1,"Kentucky","South","Personal",10,"Not Bulk","10"
"3236",0.7,"Texas","South","Personal",10,"Not Bulk","10"
"3237",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"3238",1,"Oklahoma","South","Heard it",5,"Bulk","5"
"3239",0.8,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"3240",1,"Alabama","South","Heard it",10,"Not Bulk","10"
"3241",0.5,"Idaho","West","Heard it",10,"Not Bulk","10"
"3242",0.8,"Alabama","South","Heard it",10,"Not Bulk","10"
"3243",0.8,"North Carolina","South","Personal",10,"Not Bulk","10"
"3244",1,"California","West","No Input",10,"Not Bulk","10"
"3245",1,"Georgia","South","No Input",10,"Not Bulk","10"
"3246",2,"Texas","South","No Input",10,"Not Bulk","10"
"3247",1.3,"New York","Northeast","Heard it",10,"Not Bulk","10"
"3248",0.2,"California","West","No Input",10,"Not Bulk","10"
"3249",1,"North Carolina","South","Personal",10,"Bulk","10"
"3250",0.7,"California","West","Personal",10,"Bulk","10"
"3251",0.6,"Washington","West","Heard it",10,"Bulk","10"
"3252",2,"New York","Northeast","Personal",10,"Not Bulk","10"
"3253",0.6,"California","West","No Input",10,"Not Bulk","10"
"3254",1,"California","West","Internet",10,"Bulk","10"
"3255",0.2,"Massachusetts","Northeast","Heard it",10,"Bulk","10"
"3256",0.5,"California","West","No Input",10,"Not Bulk","10"
"3257",1,"West Virginia","South","Personal",5,"Not Bulk","5"
"3258",2,"Arkansas","South","No Input",5,"Not Bulk","5"
"3259",0.7,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"3260",1,"Delaware","South","Personal",10,"Not Bulk","10"
"3261",0.8,"Arkansas","South","Personal",10,"Bulk","10"
"3262",1,"Connecticut","Northeast","Heard it",10,"Bulk","10"
"3263",1,"California","West","No Input",5,"Not Bulk","5"
"3264",0.4,"California","West","No Input",10,"Bulk","10"
"3265",1,"Nebraska","Midwest","Heard it",10,"Not Bulk","10"
"3266",1,"Florida","South","Heard it",5,"Not Bulk","5"
"3267",1.5,"Florida","South","Heard it",10,"Not Bulk","10"
"3268",1.2,"California","West","No Input",5,"Bulk","5"
"3269",0.5,"Alabama","South","Heard it",10,"Not Bulk","10"
"3270",1,"Virginia","South","No Input",10,"Not Bulk","10"
"3271",0.75,"Nevada","West","Heard it",10,"Bulk","10"
"3272",1,"Florida","South","No Input",10,"Not Bulk","10"
"3273",0.5,"California","West","Personal",10,"Bulk","10"
"3274",0.4,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"3275",0.75,"Texas","South","Personal",40,"Not Bulk","40"
"3276",0.5,"Georgia","South","Heard it",40,"Not Bulk","40"
"3277",1,"Kentucky","South","Personal",10,"Bulk","10"
"3278",1.5,"West Virginia","South","Heard it",10,"Bulk","10"
"3279",2,"Florida","South","No Input",10,"Not Bulk","10"
"3280",1,"California","West","Personal",10,"Not Bulk","10"
"3281",0.5,"Illinois","Midwest","Personal",10,"Not Bulk","10"
"3282",1,"New Jersey","Northeast","No Input",10,"Bulk","10"
"3283",1,"Florida","South","No Input",10,"Not Bulk","10"
"3284",1.2,"Illinois","Midwest","Personal",5,"Not Bulk","5"
"3285",0.3,"Arizona","West","Heard it",10,"Not Bulk","10"
"3286",1,"Hawaii","West","Personal",10,"Not Bulk","10"
"3287",0.5,"Oklahoma","South","Personal",10,"Not Bulk","10"
"3288",1,"Maryland","South","No Input",10,"Not Bulk","10"
"3289",1,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"3290",1,"North Carolina","South","Internet",10,"Not Bulk","10"
"3291",1,"Texas","South","No Input",10,"Not Bulk","10"
"3292",1,"Georgia","South","Heard it",10,"Not Bulk","10"
"3293",1,"Oklahoma","South","Personal",10,"Not Bulk","10"
"3294",0.6,"Arkansas","South","Internet",5,"Not Bulk","5"
"3295",0.6,"Arkansas","South","Personal",10,"Not Bulk","10"
"3296",1,"Michigan","Midwest","Personal",10,"Bulk","10"
"3297",0.5,"Michigan","Midwest","Personal",40,"Not Bulk","40"
"3298",0.6,"Iowa","Midwest","Personal",5,"Not Bulk","5"
"3299",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"3300",2,"California","West","Internet",10,"Not Bulk","10"
"3301",0.1,"California","West","Internet",10,"Not Bulk","10"
"3302",0.5,"Kentucky","South","Personal",10,"Not Bulk","10"
"3303",0.1,"Alabama","South","No Input",10,"Not Bulk","10"
"3304",0.7,"Washington","West","Personal",10,"Not Bulk","10"
"3305",1.5,"Alabama","South","Personal",10,"Bulk","10"
"3306",1,"New York","Northeast","Personal",10,"Bulk","10"
"3307",1,"Ohio","Midwest","No Input",5,"Not Bulk","5"
"3308",0.5,"Wisconsin","Midwest","No Input",10,"Not Bulk","10"
"3309",0.5,"West Virginia","South","Internet",10,"Not Bulk","10"
"3310",0.8,"Kansas","Midwest","Personal",10,"Not Bulk","10"
"3311",0.5,"Kansas","Midwest","Personal",40,"Not Bulk","40"
"3312",0.8,"Kentucky","South","No Input",10,"Not Bulk","10"
"3313",1,"California","West","Internet",10,"Not Bulk","10"
"3314",0.5,"Iowa","Midwest","No Input",10,"Not Bulk","10"
"3315",1,"North Carolina","South","Heard it",5,"Bulk","5"
"3316",0.5,"Illinois","Midwest","Personal",40,"Not Bulk","40"
"3317",1,"Georgia","South","Heard it",5,"Not Bulk","5"
"3318",0.8,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"3319",0.5,"Indiana","Midwest","Internet",10,"Not Bulk","10"
"3320",1,"California","West","Personal",5,"Not Bulk","5"
"3321",0.1,"Tennessee","South","No Input",10,"Not Bulk","10"
"3322",0.2,"California","West","Personal",10,"Bulk","10"
"3323",1,"Maryland","South","Personal",40,"Not Bulk","40"
"3324",1,"Florida","South","Heard it",10,"Not Bulk","10"
"3325",0.5,"Illinois","Midwest","Personal",40,"Not Bulk","40"
"3326",1,"Virginia","South","Personal",10,"Not Bulk","10"
"3327",1,"Pennsylvania","Northeast","No Input",10,"Bulk","10"
"3328",1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"3329",1,"North Carolina","South","No Input",10,"Not Bulk","10"
"3330",0.5,"Georgia","South","Personal",10,"Not Bulk","10"
"3331",1,"Texas","South","Internet",5,"Bulk","5"
"3332",1,"Tennessee","South","Heard it",10,"Bulk","10"
"3333",0.75,"Washington","West","Personal",10,"Not Bulk","10"
"3334",1,"Rhode Island","Northeast","No Input",40,"Not Bulk","40"
"3335",0.6,"Michigan","Midwest","Personal",10,"Bulk","10"
"3336",0.5,"California","West","Personal",10,"Not Bulk","10"
"3337",0.8,"Florida","South","Personal",10,"Not Bulk","10"
"3338",1,"California","West","Personal",10,"Not Bulk","10"
"3339",0.025,"Texas","South","Internet",40,"Not Bulk","40"
"3340",0.5,"Virginia","South","No Input",10,"Not Bulk","10"
"3341",0.1,"New York","Northeast","Personal",10,"Not Bulk","10"
"3342",0.6,"Minnesota","Midwest","No Input",5,"Not Bulk","5"
"3343",1,"Washington","West","Personal",10,"Not Bulk","10"
"3344",0.5,"Illinois","Midwest","No Input",40,"Not Bulk","40"
"3345",1,"California","West","Personal",5,"Not Bulk","5"
"3346",0.5,"Arizona","West","Personal",10,"Bulk","10"
"3347",1,"Georgia","South","Personal",5,"Not Bulk","5"
"3348",0.5,"Oklahoma","South","Heard it",40,"Not Bulk","40"
"3349",2,"South Carolina","South","Heard it",10,"Not Bulk","10"
"3350",1,"Michigan","Midwest","Heard it",10,"Bulk","10"
"3351",1,"Virginia","South","Personal",10,"Not Bulk","10"
"3352",1,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"3353",2,"Washington","West","Personal",10,"Bulk","10"
"3354",0.8,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"3355",0.8,"California","West","Heard it",10,"Not Bulk","10"
"3356",0.3,"Minnesota","Midwest","Heard it",10,"Bulk","10"
"3357",2,"North Carolina","South","Personal",5,"Bulk","5"
"3358",2,"Missouri","Midwest","Heard it",10,"Not Bulk","10"
"3359",0.2,"Texas","South","Heard it",40,"Not Bulk","40"
"3360",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"3361",0.5,"North Carolina","South","Heard it",10,"Bulk","10"
"3362",1,"Utah","West","Personal",5,"Not Bulk","5"
"3363",0.8,"Arkansas","South","Personal",10,"Not Bulk","10"
"3364",0.4,"Connecticut","Northeast","No Input",10,"Not Bulk","10"
"3365",0.25,"Florida","South","No Input",40,"Not Bulk","40"
"3366",0.5,"Kentucky","South","No Input",10,"Not Bulk","10"
"3367",0.8,"New Mexico","West","No Input",10,"Bulk","10"
"3368",1,"Wisconsin","Midwest","Heard it",10,"Bulk","10"
"3369",0.5,"California","West","Personal",10,"Bulk","10"
"3370",0.7,"Florida","South","Personal",10,"Not Bulk","10"
"3371",0.1,"Texas","South","Personal",10,"Bulk","10"
"3372",1,"South Carolina","South","Heard it",40,"Not Bulk","40"
"3373",0.4,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"3374",0.7,"Missouri","Midwest","Heard it",10,"Not Bulk","10"
"3375",0.05,"California","West","Heard it",10,"Not Bulk","10"
"3376",1.25,"Tennessee","South","No Input",40,"Not Bulk","40"
"3377",1.5,"California","West","No Input",10,"Bulk","10"
"3378",1,"Georgia","South","Personal",5,"Not Bulk","5"
"3379",2,"North Carolina","South","No Input",10,"Not Bulk","10"
"3380",1,"Florida","South","No Input",10,"Not Bulk","10"
"3381",1,"Delaware","South","No Input",10,"Not Bulk","10"
"3382",0.5,"Missouri","Midwest","No Input",40,"Not Bulk","40"
"3383",1.3,"New York","Northeast","No Input",10,"Bulk","10"
"3384",0.75,"Georgia","South","Heard it",40,"Not Bulk","40"
"3385",0.8,"Michigan","Midwest","Internet",10,"Bulk","10"
"3386",0.5,"Nevada","West","Heard it",10,"Not Bulk","10"
"3387",2,"California","West","No Input",5,"Not Bulk","5"
"3388",0.5,"Texas","South","No Input",10,"Not Bulk","10"
"3389",0.1,"New York","Northeast","Internet",10,"Not Bulk","10"
"3390",1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"3391",2,"Illinois","Midwest","Heard it",5,"Bulk","5"
"3392",1,"Indiana","Midwest","Heard it",10,"Not Bulk","10"
"3393",0.4,"California","West","Heard it",10,"Not Bulk","10"
"3394",0.5,"New York","Northeast","Heard it",10,"Not Bulk","10"
"3395",0.6,"Oklahoma","South","No Input",10,"Not Bulk","10"
"3396",1,"Maryland","South","No Input",10,"Not Bulk","10"
"3397",0.1,"Connecticut","Northeast","No Input",10,"Not Bulk","10"
"3398",0.3,"Florida","South","Heard it",40,"Not Bulk","40"
"3399",1,"Florida","South","No Input",10,"Not Bulk","10"
"3400",1,"Alabama","South","No Input",10,"Not Bulk","10"
"3401",0.7,"Virginia","South","Heard it",10,"Not Bulk","10"
"3402",0.175,"Kansas","Midwest","Heard it",40,"Not Bulk","40"
"3403",0.7,"New Hampshire","Northeast","Personal",10,"Bulk","10"
"3404",2,"California","West","Personal",5,"Not Bulk","5"
"3405",1,"California","West","Personal",10,"Not Bulk","10"
"3406",0.5,"California","West","Personal",10,"Not Bulk","10"
"3407",0.5,"North Carolina","South","Heard it",10,"Not Bulk","10"
"3408",1,"New York","Northeast","Personal",10,"Not Bulk","10"
"3409",1,"Washington","West","Internet",40,"Not Bulk","40"
"3410",1.5,"Washington","West","No Input",10,"Not Bulk","10"
"3411",2,"Georgia","South","Heard it",10,"Not Bulk","10"
"3412",0.5,"Texas","South","Personal",10,"Not Bulk","10"
"3413",0.2,"Texas","South","Internet",10,"Not Bulk","10"
"3414",0.1,"Arizona","West","Heard it",10,"Not Bulk","10"
"3415",0.75,"Tennessee","South","Personal",40,"Not Bulk","40"
"3416",1,"Colorado","West","Heard it",10,"Not Bulk","10"
"3417",1,"Washington","West","Heard it",10,"Not Bulk","10"
"3418",0.8,"Louisiana","South","Heard it",10,"Not Bulk","10"
"3419",1,"Hawaii","West","No Input",10,"Not Bulk","10"
"3420",1,"Washington","West","Personal",10,"Not Bulk","10"
"3421",1,"Virginia","South","Personal",10,"Not Bulk","10"
"3422",1.4,"Louisiana","South","Personal",5,"Not Bulk","5"
"3423",1,"Louisiana","South","Heard it",5,"Not Bulk","5"
"3424",0.1,"Iowa","Midwest","Personal",10,"Bulk","10"
"3425",1,"Wisconsin","Midwest","No Input",10,"Not Bulk","10"
"3426",1,"Texas","South","No Input",10,"Not Bulk","10"
"3427",1,"California","West","Personal",10,"Not Bulk","10"
"3428",1,"Texas","South","Personal",10,"Not Bulk","10"
"3429",0.8,"Florida","South","Heard it",10,"Not Bulk","10"
"3430",1,"Florida","South","No Input",10,"Not Bulk","10"
"3431",0.5,"Maryland","South","Heard it",10,"Not Bulk","10"
"3432",0.6,"South Carolina","South","Heard it",10,"Bulk","10"
"3433",0.2,"Michigan","Midwest","No Input",5,"Not Bulk","5"
"3434",0.7,"Missouri","Midwest","Heard it",10,"Bulk","10"
"3435",0.5,"Delaware","South","Heard it",10,"Not Bulk","10"
"3436",0.8,"New York","Northeast","No Input",10,"Not Bulk","10"
"3437",1,"Washington","West","Internet",10,"Not Bulk","10"
"3438",0.2,"Indiana","Midwest","Personal",10,"Bulk","10"
"3439",1,"New York","Northeast","No Input",10,"Bulk","10"
"3440",0.1,"Florida","South","No Input",10,"Bulk","10"
"3441",2,"California","West","No Input",10,"Not Bulk","10"
"3442",0.8,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"3443",1,"Florida","South","Personal",10,"Not Bulk","10"
"3444",0.5,"Nevada","West","Personal",10,"Not Bulk","10"
"3445",1.2,"Georgia","South","No Input",5,"Not Bulk","5"
"3446",1,"Florida","South","Personal",10,"Not Bulk","10"
"3447",0.2,"Florida","South","Heard it",5,"Not Bulk","5"
"3448",0.5,"North Carolina","South","No Input",10,"Not Bulk","10"
"3449",0.5,"Utah","West","Internet",10,"Bulk","10"
"3450",1,"Illinois","Midwest","Heard it",10,"Not Bulk","10"
"3451",0.5,"Arkansas","South","No Input",10,"Not Bulk","10"
"3452",1,"Indiana","Midwest","Heard it",5,"Not Bulk","5"
"3453",0.5,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"3454",1,"New York","Northeast","Personal",5,"Bulk","5"
"3455",1,"Florida","South","No Input",10,"Not Bulk","10"
"3456",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"3457",1,"Oklahoma","South","Heard it",10,"Not Bulk","10"
"3458",0.3,"South Carolina","South","Personal",5,"Bulk","5"
"3459",1,"Nevada","West","Personal",10,"Bulk","10"
"3460",1,"California","West","No Input",10,"Not Bulk","10"
"3461",0.3,"Wisconsin","Midwest","No Input",10,"Not Bulk","10"
"3462",2,"Michigan","Midwest","Heard it",10,"Not Bulk","10"
"3463",1,"North Carolina","South","No Input",40,"Not Bulk","40"
"3464",0.5,"Washington","West","Personal",10,"Not Bulk","10"
"3465",0.4,"Michigan","Midwest","Heard it",5,"Bulk","5"
"3466",0.7,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"3467",0.8,"Idaho","West","Heard it",5,"Not Bulk","5"
"3468",2,"North Carolina","South","No Input",10,"Not Bulk","10"
"3469",0.5,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"3470",0.5,"Texas","South","Heard it",10,"Not Bulk","10"
"3471",0.5,"Indiana","Midwest","Heard it",10,"Not Bulk","10"
"3472",0.8,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"3473",1.2,"California","West","No Input",5,"Not Bulk","5"
"3474",0.5,"Delaware","South","Personal",40,"Not Bulk","40"
"3475",1,"California","West","Heard it",10,"Not Bulk","10"
"3476",1,"Oregon","West","No Input",10,"Not Bulk","10"
"3477",0.6,"Minnesota","Midwest","Personal",10,"Bulk","10"
"3478",0.5,"Arizona","West","No Input",10,"Not Bulk","10"
"3479",0.8,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"3480",1,"California","West","Heard it",10,"Not Bulk","10"
"3481",1,"Nebraska","Midwest","Personal",10,"Not Bulk","10"
"3482",0.0125,"Texas","South","Personal",40,"Not Bulk","40"
"3483",0.2,"California","West","No Input",5,"Not Bulk","5"
"3484",0.1,"Nevada","West","No Input",10,"Bulk","10"
"3485",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"3486",0.5,"New York","Northeast","No Input",10,"Not Bulk","10"
"3487",2,"Georgia","South","Internet",10,"Bulk","10"
"3488",0.15,"Washington","West","Internet",10,"Not Bulk","10"
"3489",0.6,"Maryland","South","Personal",10,"Not Bulk","10"
"3490",1,"Indiana","Midwest","Personal",5,"Not Bulk","5"
"3491",0.25,"Nevada","West","No Input",40,"Not Bulk","40"
"3492",0.5,"Kansas","Midwest","Heard it",10,"Not Bulk","10"
"3493",0.5,"Washington","West","Personal",10,"Bulk","10"
"3494",1,"Oregon","West","Heard it",5,"Not Bulk","5"
"3495",0.5,"Maryland","South","Personal",10,"Not Bulk","10"
"3496",1.5,"Massachusetts","Northeast","Personal",10,"Not Bulk","10"
"3497",0.325,"California","West","Heard it",40,"Bulk","40"
"3498",1,"Florida","South","Heard it",10,"Not Bulk","10"
"3499",0.7,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"3500",0.6,"Oregon","West","Internet",10,"Not Bulk","10"
"3501",1,"Maryland","South","No Input",5,"Not Bulk","5"
"3502",0.5,"New York","Northeast","No Input",10,"Not Bulk","10"
"3503",1,"Virginia","South","No Input",10,"Not Bulk","10"
"3504",0.3,"Kansas","Midwest","Heard it",10,"Not Bulk","10"
"3505",1,"Massachusetts","Northeast","No Input",5,"Not Bulk","5"
"3506",1,"California","West","No Input",10,"Not Bulk","10"
"3507",1,"Virginia","South","No Input",10,"Not Bulk","10"
"3508",0.4,"Texas","South","No Input",5,"Not Bulk","5"
"3509",2,"Georgia","South","No Input",10,"Not Bulk","10"
"3510",0.75,"California","West","Heard it",40,"Not Bulk","40"
"3511",1,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"3512",0.5,"California","West","No Input",10,"Not Bulk","10"
"3513",0.5,"California","West","Personal",10,"Not Bulk","10"
"3514",2,"Kansas","Midwest","Personal",10,"Not Bulk","10"
"3515",2,"Louisiana","South","No Input",10,"Not Bulk","10"
"3516",0.8,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"3517",0.6,"Washington","West","No Input",10,"Not Bulk","10"
"3518",0.5,"Georgia","South","Personal",40,"Not Bulk","40"
"3519",0.6,"California","West","Personal",10,"Not Bulk","10"
"3520",1,"Nebraska","Midwest","No Input",5,"Bulk","5"
"3521",1,"Texas","South","Personal",5,"Not Bulk","5"
"3522",0.5,"California","West","No Input",10,"Not Bulk","10"
"3523",0.025,"California","West","Personal",10,"Not Bulk","10"
"3524",1,"Arizona","West","Heard it",10,"Bulk","10"
"3525",0.5,"Arizona","West","Personal",10,"Not Bulk","10"
"3526",1,"Texas","South","No Input",5,"Not Bulk","5"
"3527",0.5,"California","West","No Input",10,"Not Bulk","10"
"3528",0.6,"Oregon","West","Personal",10,"Not Bulk","10"
"3529",0.45,"California","West","Heard it",10,"Bulk","10"
"3530",1,"Florida","South","No Input",10,"Not Bulk","10"
"3531",2,"New York","Northeast","No Input",10,"Not Bulk","10"
"3532",0.5,"Minnesota","Midwest","Personal",10,"Bulk","10"
"3533",1.5,"Arkansas","South","Personal",10,"Not Bulk","10"
"3534",1,"Illinois","Midwest","Heard it",10,"Not Bulk","10"
"3535",0.5,"Washington","West","Personal",10,"Not Bulk","10"
"3536",1,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"3537",1,"Florida","South","Heard it",10,"Not Bulk","10"
"3538",0.25,"Florida","South","No Input",40,"Not Bulk","40"
"3539",1,"Oregon","West","Heard it",10,"Not Bulk","10"
"3540",0.5,"Texas","South","Internet",10,"Not Bulk","10"
"3541",0.5,"West Virginia","South","Personal",10,"Not Bulk","10"
"3542",0.5,"Pennsylvania","Northeast","Internet",10,"Not Bulk","10"
"3543",0.3,"Arizona","West","Personal",10,"Not Bulk","10"
"3544",1,"Ohio","Midwest","Heard it",10,"Not Bulk","10"
"3545",1,"New Jersey","Northeast","Heard it",5,"Bulk","5"
"3546",2,"Washington","West","No Input",10,"Not Bulk","10"
"3547",2,"Florida","South","No Input",10,"Not Bulk","10"
"3548",0.8,"Kentucky","South","Heard it",10,"Bulk","10"
"3549",1,"Florida","South","Personal",5,"Not Bulk","5"
"3550",1,"New Jersey","Northeast","Personal",10,"Not Bulk","10"
"3551",1.2,"Tennessee","South","Heard it",10,"Not Bulk","10"
"3552",0.7,"Indiana","Midwest","Personal",10,"Bulk","10"
"3553",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"3554",1,"New York","Northeast","No Input",10,"Not Bulk","10"
"3555",0.5,"Illinois","Midwest","Heard it",10,"Bulk","10"
"3556",0.5,"Minnesota","Midwest","Internet",10,"Not Bulk","10"
"3557",1.5,"California","West","No Input",10,"Not Bulk","10"
"3558",1.5,"California","West","Heard it",10,"Not Bulk","10"
"3559",1,"New York","Northeast","Personal",10,"Bulk","10"
"3560",2,"California","West","Personal",5,"Not Bulk","5"
"3561",0.3,"Texas","South","Personal",10,"Bulk","10"
"3562",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"3563",2,"Tennessee","South","Internet",5,"Not Bulk","5"
"3564",0.2,"Indiana","Midwest","No Input",10,"Bulk","10"
"3565",1,"Florida","South","Personal",10,"Not Bulk","10"
"3566",1,"Arkansas","South","Personal",5,"Not Bulk","5"
"3567",2,"Illinois","Midwest","Personal",10,"Not Bulk","10"
"3568",0.5,"Michigan","Midwest","Internet",10,"Bulk","10"
"3569",0.8,"California","West","No Input",10,"Not Bulk","10"
"3570",1,"Texas","South","Personal",40,"Not Bulk","40"
"3571",1,"Virginia","South","Personal",10,"Not Bulk","10"
"3572",0.2,"Texas","South","Personal",10,"Not Bulk","10"
"3573",0.5,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"3574",0.7,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"3575",0.6,"North Carolina","South","No Input",5,"Bulk","5"
"3576",0.075,"Texas","South","Personal",40,"Not Bulk","40"
"3577",0.5,"Texas","South","No Input",10,"Not Bulk","10"
"3578",0.8,"California","West","Heard it",5,"Not Bulk","5"
"3579",0.5,"New Jersey","Northeast","No Input",10,"Bulk","10"
"3580",0.5,"New Jersey","Northeast","Heard it",40,"Not Bulk","40"
"3581",1,"South Carolina","South","Personal",10,"Not Bulk","10"
"3582",1,"Texas","South","No Input",5,"Not Bulk","5"
"3583",0.3,"California","West","No Input",5,"Bulk","5"
"3584",0.5,"California","West","Personal",5,"Not Bulk","5"
"3585",1,"Pennsylvania","Northeast","Personal",5,"Not Bulk","5"
"3586",1,"South Carolina","South","No Input",40,"Not Bulk","40"
"3587",0.5,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"3588",1,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"3589",0.8,"Texas","South","Personal",10,"Not Bulk","10"
"3590",1,"Oregon","West","Personal",5,"Not Bulk","5"
"3591",0.8,"Texas","South","Heard it",10,"Not Bulk","10"
"3592",1.1,"Massachusetts","Northeast","No Input",10,"Not Bulk","10"
"3593",1,"California","West","No Input",10,"Not Bulk","10"
"3594",0.5,"Texas","South","Heard it",10,"Not Bulk","10"
"3595",0.5,"Texas","South","No Input",10,"Not Bulk","10"
"3596",1,"Idaho","West","Personal",10,"Bulk","10"
"3597",0.6,"Texas","South","No Input",5,"Not Bulk","5"
